id,title,duration,difficultyLevel,createdAt,updatedAt
1938,Piano With Willie: Blues n' Boogie Vol. 1,150,MEDIUM,2024-10-04 09:09:00.000,2030-01-17 09:09:00.000
1939,Piano Runs & Fills #4: C6 Rolling Waves & Waterfall Runs,60,EASY,2024-10-04 09:09:00.000,2030-01-18 09:09:00.000
1940,Chugging - it don't mean a thing if it ain't got that swing!,150,EASY,2024-10-04 09:09:00.000,2030-01-19 09:09:00.000
1941,Make Your Own Ukulele,270,EASY,2024-10-04 09:09:00.000,2030-01-20 09:09:00.000
1942,"Beginner Violin 101: Care, Maintenance, and the Right Gear",240,EASY,2024-10-04 09:10:00.000,2030-01-21 09:09:00.000
1943,Learn How To Play 25 Classic Hip Hop Songs,150,EASY,2024-10-04 09:09:00.000,2030-01-22 09:09:00.000
1944,Learn Beethoven's Fur Elise on Piano,29,EASY,2024-10-04 09:09:00.000,2030-01-23 09:09:00.000
1945,Play Violin and Fiddle for beginners - it's fun  - Course 1,60,EASY,2024-10-04 09:09:00.000,2030-01-24 09:09:00.000
1946,Piano With Willie Building Technique with Scales Vol. 1,90,EASY,2024-10-04 09:09:00.000,2030-01-25 09:09:00.000
1947,Christmas Piano Songs For The Very Beginner Vol. I,90,EASY,2024-10-04 09:09:00.000,2030-01-26 09:09:00.000
1948,Introduction to Gypsy Jazz Guitar,150,EASY,2024-10-04 09:10:00.000,2030-01-27 09:09:00.000
1949,"Learn How to Play Blues, Rock, & Boogie Woogie Piano Today",39,EASY,2024-10-04 09:09:00.000,2030-01-28 09:09:00.000
1950,The Piano Chord Ladder | Learn to Play Thousands of Songs,60,EASY,2024-10-04 09:09:00.000,2030-01-29 09:09:00.000
1951,Play Piano 5: Improvise on Misty Eb Key Runs & 2-5 Chords,90,HARD,2024-10-04 09:09:00.000,2030-01-30 09:09:00.000
1952,Playing Piano: Scales and Arpeggios Vol.I : Major keys,60,EASY,2024-10-04 09:09:00.000,2030-01-31 09:09:00.000
1953,Drumming for Beginners - Simple Way To Learn How To Drum,120,EASY,2024-10-04 09:09:00.000,2030-02-01 09:09:00.000
1954,Get great playing HARMONICA - a fun new leisure time hobby !,120,EASY,2024-10-04 09:10:00.000,2030-02-02 09:09:00.000
1955,Fingerstyle Guitar Mastery: 3 Techniques You Need To Know,34,EASY,2024-10-04 09:09:00.000,2030-02-03 09:09:00.000
1956,Play Piano 3: Improvise Chords to Enchanted Evening by Ear,90,EASY,2024-10-04 09:09:00.000,2030-02-04 09:09:00.000
1957,"Jazz Guitar Tips, Tricks and Licks",120,MEDIUM,2024-10-04 09:09:00.000,2030-02-05 09:09:00.000
1958,Piano From Zero To Pro - Beginner Essentials To The Piano,210,EASY,2024-10-04 09:09:00.000,2030-02-06 09:09:00.000
1959,"Piano: Learn 48 chords in 1 hour,  and always remember how",90,EASY,2024-10-04 09:09:00.000,2030-02-07 09:09:00.000
1960,Walking Bass - Quick Start Guide,60,EASY,2024-10-04 09:10:00.000,2030-02-08 09:09:00.000
1961,Beginner Guitar Lessons: Learn To Play Guitar Today (WAVE 1),600,EASY,2024-10-04 09:09:00.000,2030-02-09 09:09:00.000
1962,Blues Bass - Quick Start Guide,90,EASY,2024-10-04 09:09:00.000,2030-02-10 09:09:00.000
1963,How to speak Pianish (beginner level),60,EASY,2024-10-04 09:09:00.000,2030-02-11 09:09:00.000
1964,Gospel Piano Essentials,690,MEDIUM,2024-10-04 09:09:00.000,2030-02-12 09:09:00.000
1965,Instant Harmonica - play Leonard Cohen's Hallelujah now!,90,EASY,2024-10-04 09:09:00.000,2030-02-13 09:09:00.000
1966,Guitar Crash Course (No Experience Necessary),60,EASY,2024-10-04 09:10:00.000,2030-02-14 09:09:00.000
1967,Beginner Guitar Lessons - Your Complete Foundation Course,1110,EASY,2024-10-04 09:09:00.000,2030-02-15 09:09:00.000
1968,Piano Building Blocks: Learn the 24 Most Common Chords,90,EASY,2024-10-04 09:09:00.000,2030-02-16 09:09:00.000
1969,Learn to Play the Oboe: Beginner to Pro in Under Four Hours,300,EASY,2024-10-04 09:09:00.000,2030-02-17 09:09:00.000
1970,Playing Piano By Ear: Complete Guide for Aspiring Musicians,270,EASY,2024-10-04 09:09:00.000,2030-02-18 09:09:00.000
1971,"Discover the fun of Spoon playing, a beginners course",60,EASY,2024-10-04 09:09:00.000,2030-02-19 09:09:00.000
1972,Country Guitar Fundamentals,90,MEDIUM,2024-10-04 09:10:00.000,2030-02-20 09:09:00.000
1973,Discover Classical Guitar Level 1,90,EASY,2024-10-04 09:09:00.000,2030-02-21 09:09:00.000
1974,PI-101 Top 10 Classical Piano Pieces for Beginners,60,EASY,2024-10-04 09:09:00.000,2030-02-22 09:09:00.000
1975,Get started playing blues harmonica,37,EASY,2024-10-04 09:09:00.000,2030-02-23 09:09:00.000
1976,Rockabilly Guitar For Beginners,120,EASY,2024-10-04 09:09:00.000,2030-02-24 09:09:00.000
1977,Beginner Piano,240,EASY,2024-10-04 09:09:00.000,2030-02-25 09:09:00.000
1978,Step by Step Tabla Course- Indian Drums,60,EASY,2024-10-04 09:10:00.000,2030-02-26 09:09:00.000
1979,Play Piano 6 -Improvise on The Way We Were with Power Chords,90,EASY,2024-10-04 09:09:00.000,2030-02-27 09:09:00.000
1980,101 Blues riffs - learn how the harmonica superstars do it,390,MEDIUM,2024-10-04 09:09:00.000,2030-02-28 09:09:00.000
1981,Learn To Play The Drums,510,EASY,2024-10-04 09:09:00.000,2030-03-01 09:09:00.000
1982,Guitar: Master The Guitar Fretboard In 6 Easy Steps,60,EASY,2024-10-04 09:09:00.000,2030-03-02 09:09:00.000
1983,Play Piano in 30 Days! - Start Playing NOW!,180,EASY,2024-10-04 09:09:00.000,2030-03-03 09:09:00.000
1984,Curso de Didgeridoo nivel principiante,60,EASY,2024-10-04 09:10:00.000,2030-03-04 09:09:00.000
1985,ブルースギター入門,210,EASY,2024-10-04 09:09:00.000,2030-03-05 09:09:00.000
1986,Pianoforall - Incredible New Way To Learn Piano & Keyboard,1800,EASY,2024-10-04 09:09:00.000,2030-03-06 09:09:00.000
1987,The Professional Guitar Masterclass,570,EASY,2024-10-04 09:09:00.000,2030-03-07 09:09:00.000
1988,Modern Rock Guitar Techniques,180,MEDIUM,2024-10-04 09:09:00.000,2030-03-08 09:09:00.000
1989,Complete Guitar System - Beginner to Advanced,2040,EASY,2024-10-04 09:09:00.000,2030-03-09 09:09:00.000
1990,Guitar Super System Level 1,300,MEDIUM,2024-10-04 09:10:00.000,2030-03-10 09:09:00.000
1991,How to play Piano - Go from a Beginner/Intermediate to a Pro,1860,EASY,2024-10-04 09:09:00.000,2030-03-11 09:09:00.000
1992,Guitar Super System Level 2,90,HARD,2024-10-04 09:09:00.000,2030-03-12 09:09:00.000
1993,"LEARN HARMONICA, amaze your friends and have fun - it's easy",930,EASY,2024-10-04 09:09:00.000,2030-03-13 09:09:00.000
1994,The Complete Piano & Music Theory Beginners Course,90,EASY,2024-10-04 09:09:00.000,2030-03-14 09:09:00.000
1995,Ultimate Beginner Guitar Masterclass,690,EASY,2024-10-04 09:09:00.000,2030-03-15 09:09:00.000
1996,Quicklessons Piano Course - Learn to Play Piano by Ear!,510,EASY,2024-10-04 09:10:00.000,2030-03-16 09:09:00.000
1997,Learn guitar the Right way! Complete 'KickStarter course,540,EASY,2024-10-04 09:09:00.000,2030-03-17 09:09:00.000
1998,CAGED Pentatonic System for Guitar - Level 1,90,EASY,2024-10-04 09:09:00.000,2030-03-18 09:09:00.000
1999,CAGED Pentatonic System for Guitar - Level 2,90,EASY,2024-10-04 09:09:00.000,2030-03-19 09:09:00.000
2000,Learn to Play Piano From a Concert Pianist - For Beginners,60,EASY,2024-10-04 09:09:00.000,2030-03-20 09:09:00.000
2001,#12 Hand Coordination: Let your Hands dance with Ballad 9,90,MEDIUM,2024-10-04 09:09:00.000,2030-03-21 09:09:00.000
2002,How To Make Money With A Cover Band,210,EASY,2024-10-04 09:10:00.000,2030-03-22 09:09:00.000
2003,How To Play Guitar - For Absolute Beginners,60,EASY,2024-10-04 09:09:00.000,2030-03-23 09:09:00.000
2004,Learn How to Improvise on Guitar in 30 Days,360,EASY,2024-10-04 09:09:00.000,2030-03-24 09:09:00.000
2005,Play Piano 8 - Play Over the Rainbow by Ear & Free Improvise,90,EASY,2024-10-04 09:09:00.000,2030-03-25 09:09:00.000
2006,The Best Beginner Guitar Course Ever,60,EASY,2024-10-04 09:09:00.000,2030-03-26 09:09:00.000
2007,Piano For Singer/Songwriters 2: Pop/Rock Rhythm Immersion,90,EASY,2024-10-04 09:09:00.000,2030-03-27 09:09:00.000
2008,Guitar: Learn 10 CCR Guitar Chord Progressions,120,EASY,2024-10-04 09:10:00.000,2030-03-28 09:09:00.000
2009,Play Piano 2:  Play 'Love Me Tender By Ear with 2-5 Chords,90,EASY,2024-10-04 09:09:00.000,2030-03-29 09:09:00.000
2010,Learn Piano #10 Tritone Chord Substitution with Jazzy Sounds,38,EASY,2024-10-04 09:09:00.000,2030-03-30 09:09:00.000
2011,Getting Started with Playing Guitar,240,EASY,2024-10-04 09:09:00.000,2030-03-31 09:09:00.000
2012,Piano Playing: Reading and Playing Classical Tunes Vol.II,90,EASY,2024-10-04 09:09:00.000,2030-04-01 09:09:00.000
2013,Harmonica Jamz: The Only Course on Jammin' with Friends,300,EASY,2024-10-04 09:09:00.000,2030-04-02 09:09:00.000
2014,Guitar - Learn 10 Legendary Chord Progressions for Guitar,90,EASY,2024-10-04 09:10:00.000,2030-04-03 09:09:00.000
2015,Guitar - Blues Guitar for Beginners,60,EASY,2024-10-04 09:09:00.000,2030-04-04 09:09:00.000
2016,Electric Guitar for Beginners - RockStarter Level 1,150,EASY,2024-10-04 09:09:00.000,2030-04-05 09:09:00.000
2017,The Circle of Fifths for Guitarists,90,MEDIUM,2024-10-04 09:09:00.000,2030-04-06 09:09:00.000
2018,Piano Runs & Fills #2: Play Rolling Cascading Runs for Intro,60,EASY,2024-10-04 09:09:00.000,2030-04-07 09:09:00.000
2019,Piano - Circle of 5ths to Play A Song in 12 Keys in 12 Days,150,EASY,2024-10-04 09:09:00.000,2030-04-08 09:09:00.000
2020,Essential Theory and Technique for Guitar,120,EASY,2024-10-04 09:10:00.000,2030-04-09 09:09:00.000
2021,Piano for Complete Beginners: Learn your first song today!,60,EASY,2024-10-04 09:09:00.000,2030-04-10 09:09:00.000
2022,Master Class Piano Techniques: Tips To EZ Coordinate 2 Hands,150,MEDIUM,2024-10-04 09:09:00.000,2030-04-11 09:09:00.000
2023,Master Class # 11:  Play Piano Techniques Learn Piano 1 to10,120,EASY,2024-10-04 09:09:00.000,2030-04-12 09:09:00.000
2024,Learn all Piano Chords in all Piano Scales with logic,60,EASY,2024-10-04 09:09:00.000,2030-04-13 09:09:00.000
2025,Learn to play the piano or keyboard from scratch,840,EASY,2024-10-04 09:09:00.000,2030-04-14 09:09:00.000
2026,5 Exotic Guitar Scales and How to Use Them Effectively,60,MEDIUM,2024-10-04 09:10:00.000,2030-04-15 09:09:00.000
2027,Learn 4 Chords and Play Thousands of Songs!,90,EASY,2024-10-04 09:09:00.000,2030-04-16 09:09:00.000
2028,#10 Hand Coordination - Transfer Chord Ballad 9 - C & Bb Key,60,MEDIUM,2024-10-04 09:09:00.000,2030-04-17 09:09:00.000
2029,Acoustic Fingerstyle Guitar Course: Beginner to Advanced,240,EASY,2024-10-04 09:09:00.000,2030-04-18 09:09:00.000
2030,Guitar Chord Mastery!Turn Your Brain Into A Chord Encyclopia,1710,MEDIUM,2024-10-04 09:09:00.000,2030-04-19 09:09:00.000
2031,Play Piano 1 Master Class Intro:  Standards 2-5 Power Chords,60,EASY,2024-10-04 09:09:00.000,2030-04-20 09:09:00.000
2032,Best Beginner Guitar Lessons by Sam Lyons,120,EASY,2024-10-04 09:10:00.000,2030-04-21 09:09:00.000
2033,A new approach to piano and playing songs for beginners,90,EASY,2024-10-04 09:09:00.000,2030-04-22 09:09:00.000
2034,Learn Guitar: Zero to Guitar Fingerpicking in 30 days,150,EASY,2024-10-04 09:09:00.000,2030-04-23 09:09:00.000
2035,How to play Contemporary Piano,36,EASY,2024-10-04 09:09:00.000,2030-04-24 09:09:00.000
2036,Piano Technique Exercises Vol.1,60,EASY,2024-10-04 09:09:00.000,2030-04-25 09:09:00.000
2037,Instant Harmonica - Learning the Basic 12 Bar Blues Bassline,60,EASY,2024-10-04 09:09:00.000,2030-04-26 09:09:00.000
2038,#5  Piano Hand Coordination:  Piano Runs in 2 Beats Eb Key,37,MEDIUM,2024-10-04 09:10:00.000,2030-04-27 09:09:00.000
2039,Modern Country Guitar: Technique Booster,150,MEDIUM,2024-10-04 09:09:00.000,2030-04-28 09:09:00.000
2040,"Blues Guitar Lessons for Beginners: Chords, Rhythm and Lead",180,EASY,2024-10-04 09:09:00.000,2030-04-29 09:09:00.000
2041,#4 Piano Hand Coordination: Fun Piano Runs in 2 Beats C Key,60,MEDIUM,2024-10-04 09:09:00.000,2030-04-30 09:09:00.000
2042,3 step formula for playing guitar by ear,90,EASY,2024-10-04 09:09:00.000,2030-05-01 09:09:00.000
2043,"How to play 'Electric Guitar,https://www.udemy.com/electric-guitar-beginners-method/,true,50,1105,5,20,Beginner Level,2 hours,2016-12-29T00:24:06Z
42038,Learn Piano Today: How to Play Piano Course in Quick Lessons",300,EASY,2024-10-04 09:09:00.000,2030-05-02 09:09:00.000
2044,Play Piano by Ear Today! SuperCourse,330,EASY,2024-10-04 09:10:00.000,2030-05-03 09:09:00.000
2045,Learn to Read & Write Music to play Piano & more instruments,630,EASY,2024-10-04 09:09:00.000,2030-05-04 09:09:00.000
2046,The Complete Piano Course - Master The Piano,1380,EASY,2024-10-04 09:09:00.000,2030-05-05 09:09:00.000
2047,Learn to play your favorite guitar songs by ear,90,EASY,2024-10-04 09:09:00.000,2030-05-06 09:09:00.000
2048,Piano for Singer/Songwriters | Write Songs and Perform Live!,180,EASY,2024-10-04 09:09:00.000,2030-05-07 09:09:00.000
2049,Fun Beginner Ukulele Course,90,EASY,2024-10-04 09:09:00.000,2030-05-08 09:09:00.000
2050,Learn Guitar in 21 Days,150,EASY,2024-10-04 09:10:00.000,2030-05-09 09:09:00.000
2051,Fun Ukulele Strumming Course,60,EASY,2024-10-04 09:09:00.000,2030-05-10 09:09:00.000
2052,The Professional Bass Masterclass,420,EASY,2024-10-04 09:09:00.000,2030-05-11 09:09:00.000
2053,The Allman Brothers Guitar Roots And Techniques,90,MEDIUM,2024-10-04 09:09:00.000,2030-05-12 09:09:00.000
2054,Blues Guitar Fundamentals,90,MEDIUM,2024-10-04 09:09:00.000,2030-05-13 09:09:00.000
2055,#6 Piano Hand Coordination: Play Open 10 Ballad to 9/4 Song,44,MEDIUM,2024-10-04 09:09:00.000,2030-05-14 09:09:00.000
2056,#7 Piano Hand Coordination: Play Piano Runs in 3 Beats 9/4,60,MEDIUM,2024-10-04 09:10:00.000,2030-05-15 09:09:00.000
2057,Beginner Level Popular Piano Program - Month 1,60,EASY,2024-10-04 09:09:00.000,2030-05-16 09:09:00.000
2058,Piano Lessons for the R&B Fan,480,EASY,2024-10-04 09:09:00.000,2030-05-17 09:09:00.000
2059,Guitar Lessons - Blind Blake - King Of Ragtime Blues Guitar,240,HARD,2024-10-04 09:09:00.000,2030-05-18 09:09:00.000
2060,Darbuka Drumming: Learn how to play the Darbuka Dounbek,60,EASY,2024-10-04 09:09:00.000,2030-05-19 09:09:00.000
2061,Awesome Lead Guitar 1,270,EASY,2024-10-04 09:09:00.000,2030-05-20 09:09:00.000
2062,The art of piano improvisation,40,EASY,2024-10-04 09:10:00.000,2030-05-21 09:09:00.000
2063,How To Build A Professional Djembe: Create Music Beauty &Biz,90,EASY,2024-10-04 09:09:00.000,2030-05-22 09:09:00.000
2064,Advanced Euphonium Studies - Learn to Master the Euphonium!​,360,EASY,2024-10-04 09:09:00.000,2030-05-23 09:09:00.000
2065,Didgeridoo - from zero to HERO! Part Two. Intermediate.,120,MEDIUM,2024-10-04 09:09:00.000,2030-05-24 09:09:00.000
2066,Fingerstyle Guitar by Jacques Stotzem - Advanced Level,120,EASY,2024-10-04 09:09:00.000,2030-05-25 09:09:00.000
2067,Trumpet Pro Series - You're going to love practicing Trumpet,360,EASY,2024-10-04 09:09:00.000,2030-05-26 09:09:00.000
2068,A Guide to Analog Synths: For the modern EDM enthusiast.,210,EASY,2024-10-04 09:10:00.000,2030-05-27 09:09:00.000
2069,Acoustic Blues Guitar Lessons,60,MEDIUM,2024-10-04 09:09:00.000,2030-05-28 09:09:00.000
2070,Accelerate Your Guitar Learning With Metal Techniques,390,EASY,2024-10-04 09:09:00.000,2030-05-29 09:09:00.000
2071,Beginner Step by Step Keharwa Theka Tabla Course,40,EASY,2024-10-04 09:09:00.000,2030-05-30 09:09:00.000
2072,Just chords Piano: Learn to Play Piano Quickly - No Music,300,EASY,2024-10-04 09:09:00.000,2030-05-31 09:09:00.000
2073,Play Ukulele Now,300,EASY,2024-10-04 09:09:00.000,2030-06-01 09:09:00.000
2075,Piano Runs & Fills #1: Play Dreamy Whole Tone Scale Runs,60,EASY,2024-10-04 09:09:00.000,2030-06-03 09:09:00.000
2076,Play Piano Today - Easy Festive Favorites & Piano Party Hits,240,EASY,2024-10-04 09:09:00.000,2030-06-04 09:09:00.000
2077,The 80/20 Beginner Guitar Course,180,EASY,2024-10-04 09:09:00.000,2030-06-05 09:09:00.000
2078,Drums for Beginners,180,EASY,2024-10-04 09:09:00.000,2030-06-06 09:09:00.000
2079,Digital Pianist Course-Learn Piano & Keyboard Fast & Easy,180,EASY,2024-10-04 09:09:00.000,2030-06-07 09:09:00.000
2080,Learn to play guitar and sing at the same time,60,EASY,2024-10-04 09:10:00.000,2030-06-08 09:09:00.000
2081,Introduction to Ukulele 1,60,EASY,2024-10-04 09:09:00.000,2030-06-09 09:09:00.000
2082,Learn Flute FAST!,240,EASY,2024-10-04 09:09:00.000,2030-06-10 09:09:00.000
2083,Guitar Lessons - Soloing With Arpeggios - Essential Guide ,300,MEDIUM,2024-10-04 09:09:00.000,2030-06-11 09:09:00.000
2084,Piano With Willie: Blues n' Boogie Vol. 3,150,MEDIUM,2024-10-04 09:09:00.000,2030-06-12 09:09:00.000
2085,Instant Harmonica - play The Kesh (pt 1) it's easy and fun!,35,EASY,2024-10-04 09:09:00.000,2030-06-13 09:09:00.000
2086,Piano Lessons For Beginners: Learn Piano Quickly And Easily,180,EASY,2024-10-04 09:10:00.000,2030-06-14 09:09:00.000
2087,The Easy Beginner Drum Course,30,EASY,2024-10-04 09:09:00.000,2030-06-15 09:09:00.000
2088,Instant Harmonica - play Somewhere Over the Rainbow now!,60,EASY,2024-10-04 09:09:00.000,2030-06-16 09:09:00.000
2089,Instant Harmonica - play The Kesh (part 2) - easy and fun!,35,EASY,2024-10-04 09:09:00.000,2030-06-17 09:09:00.000
2090,The 80/20 Guitar: Write Music and Play Guitar in 30 Days,210,EASY,2024-10-04 09:09:00.000,2030-06-18 09:09:00.000
2091,Ukulele 2 : Level 1 KEY OF C AND STRUMS,60,EASY,2024-10-04 09:09:00.000,2030-06-19 09:09:00.000
2092,Guitar for Music Educators: Learning How to Teach Guitar,90,EASY,2024-10-04 09:10:00.000,2030-06-20 09:09:00.000
2093,Piano Tutorial : Ludovico Einaudi - Una Mattina,44,EASY,2024-10-04 09:09:00.000,2030-06-21 09:09:00.000
2094,Guitar Solo - Theory and Improvisation Lessons,90,MEDIUM,2024-10-04 09:09:00.000,2030-06-22 09:09:00.000
2095,Bluegrass Guitar Essentials: Webisodes 3 & 4,120,MEDIUM,2024-10-04 09:09:00.000,2030-06-23 09:09:00.000
2096,Instant Harmonica - play Christmas + Birthday songs now!,90,EASY,2024-10-04 09:09:00.000,2030-06-24 09:09:00.000
2097,Blues Master - Advanced Techniques Piano Course,60,EASY,2024-10-04 09:09:00.000,2030-06-25 09:09:00.000
2098,Bluegrass Guitar Essentials: Webisodes 5 & 6,180,MEDIUM,2024-10-04 09:10:00.000,2030-06-26 09:09:00.000
2099,Trombone Lessons For Beginners,180,EASY,2024-10-04 09:09:00.000,2030-06-27 09:09:00.000
2100,Rhythm to Rock Drum Lesson 6,90,EASY,2024-10-04 09:09:00.000,2030-06-28 09:09:00.000
2101,Flute Pro Series - You're about to love practicing the flute,390,EASY,2024-10-04 09:09:00.000,2030-06-29 09:09:00.000
2102,How To Play Guitar - Everything You Need To Know To Start,60,EASY,2024-10-04 09:09:00.000,2030-06-30 09:09:00.000
2103,Trombone Pro Series - Fall in love with the Trombone,420,EASY,2024-10-04 09:09:00.000,2030-07-01 09:09:00.000
2104,Learn How To Play 25 Classic Hip Hop Songs Ch.2,210,EASY,2024-10-04 09:10:00.000,2030-07-02 09:09:00.000
2105,Learn to play tunes by ear on harmonica - no written music,120,MEDIUM,2024-10-04 09:09:00.000,2030-07-03 09:09:00.000
2106,Fingerpicking for Guitar,180,EASY,2024-10-04 09:09:00.000,2030-07-04 09:09:00.000
2107,"Music Theory, Guitar and Ear Training",180,EASY,2024-10-04 09:09:00.000,2030-07-05 09:09:00.000
2108,"Piano Unbound. Piano learning method, a course for beginners",150,EASY,2024-10-04 09:09:00.000,2030-07-06 09:09:00.000
2109,Advanced Trombone Studies - Learn to Master the Trombone!,480,EASY,2024-10-04 09:09:00.000,2030-07-07 09:09:00.000
2110,"Euphonium Solos: Learn to Perform Three Fun, Unique Pieces!",150,EASY,2024-10-04 09:10:00.000,2030-07-08 09:09:00.000
2111,Piano With Willie: Tritones & Phat Chords,120,MEDIUM,2024-10-04 09:09:00.000,2030-07-09 09:09:00.000
2112,Piano for Kids: Developing Your Child's Creative Abilities,240,EASY,2024-10-04 09:09:00.000,2030-07-10 09:09:00.000
2113,Piano Lessons For The Hip Hop Fan,330,MEDIUM,2024-10-04 09:09:00.000,2030-07-11 09:09:00.000
2114,French Horn Solos: Learn how to Perform Three Fun Pieces!,180,EASY,2024-10-04 09:09:00.000,2030-07-12 09:09:00.000
2115,Bluegrass Guitar Essentials: Webisodes 9 & 10,120,MEDIUM,2024-10-04 09:09:00.000,2030-07-13 09:09:00.000
2116,Clarinet Lessons For Beginners,180,EASY,2024-10-04 09:10:00.000,2030-07-14 09:09:00.000
2117,Play music on Harmonica using 8 notes - learn easy tunes!,60,EASY,2024-10-04 09:09:00.000,2030-07-15 09:09:00.000
2118,Learn Piano Online-A Quiet Solace Piano Solo,60,MEDIUM,2024-10-04 09:09:00.000,2030-07-16 09:09:00.000
2119,Bluegrass Guitar Essentials: Webisodes 7 & 8,120,MEDIUM,2024-10-04 09:09:00.000,2030-07-17 09:09:00.000
2120,The Art of the Blues Shuffle - A Guitarist's Guide,90,MEDIUM,2024-10-04 09:09:00.000,2030-07-18 09:09:00.000
2121,Learn Piano Online-Ambiance Piano Solo,60,MEDIUM,2024-10-04 09:09:00.000,2030-07-19 09:09:00.000
2122,Piano Lessons For Beginners,240,EASY,2024-10-04 09:10:00.000,2030-07-20 09:09:00.000
2123,The Theory & Practice of Modes on the Guitar,90,MEDIUM,2024-10-04 09:09:00.000,2030-07-21 09:09:00.000
2124,Learn How To Play The Trumpet,90,EASY,2024-10-04 09:09:00.000,2030-07-22 09:09:00.000
2125,Violin for Beginners,44,EASY,2024-10-04 09:09:00.000,2030-07-23 09:09:00.000
2126,Beginner Acoustic Guitar Lessons,60,EASY,2024-10-04 09:09:00.000,2030-07-24 09:09:00.000
2127,Aprendiendo Piano: Tocando piezas populares Vol.I,210,EASY,2024-10-04 09:09:00.000,2030-07-25 09:09:00.000
2128,Curso de Bateria - Explorando Diferentes Divisões,120,MEDIUM,2024-10-04 09:10:00.000,2030-07-26 09:09:00.000
2129,Escalas Pentatónicas para guitarristas,36,EASY,2024-10-04 09:09:00.000,2030-07-27 09:09:00.000
2130,Brass Master Class,120,EASY,2024-10-04 09:09:00.000,2030-07-28 09:09:00.000
2131,Enseñando música: mejora tus clases de instrumento ,90,EASY,2024-10-04 09:09:00.000,2030-07-29 09:09:00.000
2132,Ukelele exprés: aprende a tocar en menos de un mes,90,EASY,2024-10-04 09:09:00.000,2030-07-30 09:09:00.000
2133,Curso de Guitarra para Principiantes,180,EASY,2024-10-04 09:09:00.000,2030-07-31 09:09:00.000
2134,Mundharmonika spielen - mein schönstes Hobby,150,EASY,2024-10-04 09:10:00.000,2030-08-01 09:09:00.000
2135,Aprende el acordeón de oído y con técnica –Nivel Intermedio–,270,MEDIUM,2024-10-04 09:09:00.000,2030-08-02 09:09:00.000
2136,Présentation du Banjo Ténor,90,EASY,2024-10-04 09:09:00.000,2030-08-03 09:09:00.000
2137,Aprende a tocar el acordeón de botones,210,EASY,2024-10-04 09:09:00.000,2030-08-04 09:09:00.000
2138,Aprendiendo piano: Lectura de piezas clásicas Vol.I,90,EASY,2024-10-04 09:09:00.000,2030-08-05 09:09:00.000
2139,Pedais de efeito para Contrabaixo,150,EASY,2024-10-04 09:09:00.000,2030-08-06 09:09:00.000
2140,Mantenimiento y octavación para guitarras eléctricas,60,EASY,2024-10-04 09:10:00.000,2030-08-07 09:09:00.000
2141,Aprende a tocar el violín desde cero,150,EASY,2024-10-04 09:09:00.000,2030-08-08 09:09:00.000
2142,Aprende a tocar el teclado como los expertos,150,EASY,2024-10-04 09:09:00.000,2030-08-09 09:09:00.000
2143,Aprende a tocar el saxofón como siempre has querido,210,EASY,2024-10-04 09:09:00.000,2030-08-10 09:09:00.000
2144,Guitarra para principiantes,120,EASY,2024-10-04 09:09:00.000,2030-08-11 09:09:00.000
2145,Aprende a tocar flauta transversal sin complicaciones,180,EASY,2024-10-04 09:09:00.000,2030-08-12 09:09:00.000
2146,Aprende a tocar las escalas en el acordeón de botones.,60,EASY,2024-10-04 09:10:00.000,2030-08-13 09:09:00.000
2147,Curso de Violão Prático,90,EASY,2024-10-04 09:09:00.000,2030-08-14 09:09:00.000
2148,"Aprende a tocar percusiones: congas, bongós, maracas y más",210,EASY,2024-10-04 09:09:00.000,2030-08-15 09:09:00.000
2149,Gitarre spielen - mein schönstes Hobby,120,EASY,2024-10-04 09:09:00.000,2030-08-16 09:09:00.000
2150,Aprende a tocar la guitarra acústica como un profesional,180,EASY,2024-10-04 09:09:00.000,2030-08-17 09:09:00.000
2151,Guitar Lesson - Five Steps to Learn Barre Chords,33,EASY,2024-10-04 09:09:00.000,2030-08-18 09:09:00.000
2152,"Easy Piano Basics™ - Learn Piano, No Prior Experience Needed",90,EASY,2024-10-04 09:10:00.000,2030-08-19 09:09:00.000
2153,Guitar Technique Mastery: The Ultimate Chop Building Workout,90,EASY,2024-10-04 09:09:00.000,2030-08-20 09:09:00.000
2154,Inside Drum Technique,120,EASY,2024-10-04 09:09:00.000,2030-08-21 09:09:00.000
2155,"Learn to Play Tarrega, Bach, and Sor on Classical Guitar",240,MEDIUM,2024-10-04 09:09:00.000,2030-08-22 09:09:00.000
2156,Create Beautiful Music On The Piano Like a Pro In Minutes,90,EASY,2024-10-04 09:09:00.000,2030-08-23 09:09:00.000
2157,Instant Harmonica - play the great Irish tune Molly Malone!,60,EASY,2024-10-04 09:09:00.000,2030-08-24 09:09:00.000
2158,Instant Harmonica - play 'Can't Help Falling in Love' now!,60,EASY,2024-10-04 09:10:00.000,2030-08-25 09:09:00.000
2159,Arpeggios for Guitar made Easy! Dominate the Fretboard,180,EASY,2024-10-04 09:09:00.000,2030-08-26 09:09:00.000
2160,Guitar Lessons - The Modal System - Modes Essentials,120,EASY,2024-10-04 09:09:00.000,2030-08-27 09:09:00.000
2161,Learn to Play Percussion: Beginner to Pro made the Easy Way!,360,EASY,2024-10-04 09:09:00.000,2030-08-28 09:09:00.000
2162,Modern Piano Lessons For Beginners,300,EASY,2024-10-04 09:09:00.000,2030-08-29 09:09:00.000
