courseId,Course Title,Average Total Score
1491,Formation Photoshop,126.0
1492,8 Stunden professionelles Cinema 4D Training,96.0
1495,Portrait Typography in Photoshop - Anyone can do Typography,70.0
1497,Make flat design trees in Adobe Illustrator in 30 minutes!,59.5
1498,Photoshop Fantastic! - The Comprehensive Guide to Photoshop,152.0
1499,Drawing in PowerPoint: Block diagram + Experiments + Cartoon,82.0
1500,Graphic Design: Double Your Sales With Canva,43.0
1501,Easy Typography Tips to Beautify and Strengthen Your Work,106.0
1502,Adobe Illustrator Advanced Vector Artwork,0.0
1503,Web Elements Design With Photoshop,98.66666666666669
1504,Logo Design Made Easy: Create your own logo in PowerPoint,160.0
1505,Typografie - Die besten Schriftarten im Geschäftsalltag,4.0
1506,Lettering,0.0
1507,Corel Draw x7,69.0
1508,Adobe Photoshop CC - Fundamentos,77.66666666666667
1509,Curso de Diseño e Ilustracion de Armas para Videojuegos,0.0
1510,Photoshop - Composição vintage,124.5
1511,Photoshop: Automatiza invitaciones con bloc de notas y Excel,63.333333333333336
1512,Illustrator CC 2016 Power Workshops (Deutsch),0.0
1514,Diseño impreso - Preimpresión para offset en Illustrator,84.0
1515,Fundamentos de la Tipografía - Para un diseño eficaz,72.0
1516,الدورة الشاملة illustrator from zero to hero,117.0
1517,Designing an eBook Cover that Sells,98.0
1518,Master Terrazzo: Creating Vector Tiles with Adobe Illustrati,0.0
1519,Paint atmospheric sunset with soft pastel!,86.0
1520,Earn and Learn to create Logo designs in Illustrator quickly,56.0
1525,OpenCV Computer Vision Application Programming ,138.66666666666666
1526,Turn your animated greeting card carousel into a music video,49.5
1527,Mastering Photoshop Elements 15 Made Easy Training Tutorial,160.0
1529,Learn to Draw Pretty Faces for Comic Books,66.0
1530,The Business Graphic Design with Photoshop & Illustrator,126.0
1531,Bestseller!! Learn Illustrator CC in 1 Hour,74.0
1532,Learn Professional Book-Cover Designing Photoshop 4 Beginner,24.0
1533,How To Make Graphics For A Website,95.5
1534,Adobe Illustrator: How to Draw Squared Animals Icons,51.0
1535,Book Covers and Graphic Design with PowerPoint 2013/2016/365,54.5
1536,Getting Started With Digital Painting Using Krita,153.0
1537,Logo Design - Guide to Logo Design in Photoshop,150.0
1538,Logo Design Essentials ,20.5
1539,Fundamentals of Character Design: From Concept to Vector,64.0
1540,"Whiteboard Animation, Beginner To Expert - In 1 Hour!",95.33333333333331
1541,Drawing Fun Caricatures! :) -The Best Method!,85.5
1543,Design Beautiful & Professional Ebooks Using FREE Software,20.25
1544,Desktop Publishing 101: Simplified Editing,87.0
1545,Create Professional Character Designs in Photoshop,0.0
1546,How to Make a Custom Graphic From Sketches ,90.33333333333331
1547,Getting Started with Illustrator CC,74.0
1550,InDesign Basics for Beginners: Learn InDesign Quickly,113.5
1552,How to Create Vector Characters in Illustrator or Photoshop,0.0
1553,Photoshop Learn Concept Art Manipulation,0.0
1554,Make Logo design pay with illustrator in less than a day,111.0
1555,Create a Majestic Bear on Adobe Illustrator,127.0
1556,Adobe Illustrator CC Beginner,115.0
1557,Create Beveled Lettering in Adobe Illustrator,115.0
1558,Learn Adobe Illustrator and Premiere Pro in 1 hour,0.0
1559,Adobe photoshop The  Flying Land compositing,0.0
1560,Learn Mobile App Design in Photoshop,43.0
1562,Adobe Illustrator Fast Track,30.5
1563,Mastering Text Animation in After Effect,47.0
1565,Design Efficiency Intensive,0.0
1567,Adobe InDesign Tips and Tricks,144.0
1570,Low Poly Portrait Illustration,124.5
1571,Events Promotion Design,112.33333333333331
1572,Adobe Photoshop CC Introduction,65.0
1573,Ecover Mastery in 30 Minutes with NO photoshop skills needed,67.66666666666667
1574,Adobe Illustrator in Under 10: Fast info at your Fingertips!,0.0
1575,An Easy Introduction to Adobe Photoshop,121.0
1577,T-Shirt Design Workshop 02: Mixed Media Design,73.0
1578,Design a unique bookstore-quality Photo Book with Blurb,119.5
1579,Learn to Create Deliverable Brand Identity Package,96.0
1580,How to Draw Pinups and Sexy Women,86.0
1581,Design & Create Text Logos in Adobe Photoshop CS5,120.0
1582,Freelancing A-Z: How To Start A Successful Freelance Career,0.0
1583,Character Concept Design for Beginners,103.0
1584,Icon & Logo Symbol Design in Adobe Illustrator,97.0
1585,How to Draw Majestic Animals: Cats,0.0
1586,Sketchbook Pro for Beginners,116.0
1587,Photoshop CC 2017 Full Course,86.33333333333333
1589,Affinity Designer - making seamless patterns,51.333333333333336
1590,Typography: Learn the Foundation and Designs,65.0
1593,How to make Business Cards like a Pro,36.0
1595,iPhone icons gone awesome,0.0
1596,Adobe After Effect: Create 15 Advance Motion Graphic Element,85.0
1597,Learn Sketch 3 Mobile App Design From Scratch,85.66666666666667
1599,Designing With Halftones: Create a Dot Pattern Portrait!,105.5
1602,PHOTOSHOP: Dessiner l'affiche du film Rogue One en style BD,0.0
1604,Débuter avec KRITA,92.0
1605,会声会影深度教学,0.0
1606,Criando um poster com foto colagem digital,0.0
1608,初めてのiDraw入門,0.0
1609,Interiores Sostenibles 101,89.0
1610,Wordpress: Comment utiliser le thème FABLE,123.0
1611,Adobe InDesign CS6,63.66666666666666
1612,Aprende Photoshop con Ejercicios Prácticos.,0.0
1614,Toon Boom Studio Tutorial - Cartoon Animation Made Simple,0.0
1616,Practical Font Design,135.5
1617,Smashing Photoshop CC/CS,106.5
1618,"Sketching: How to Draw People, Hands, Eyes, Buildings & Cars",44.5
1619,Converting Type to Outlines in Adobe InDesign,137.0
1621,Typography From A to Z,73.0
1622,Digital Asset Designer: Creating and Selling Mockups,40.0
1623,Adobe Illustrator CC - From scratch ,73.0
1624,Photoshop: 5 Practical Techniques to Improve Your Skills,142.5
1625,Easy Coloring Book Design,0.0
1629,Beginners Guide to Kindle Ebook Covers Design With Fireworks,84.5
1630,Photoshop isn't like what you imagine A to Z .,160.0
1631,The Complete Adobe Spark Course,66.0
1632,The Art of Logo Design : Everything You Need to Know,123.66666666666669
1633,Hand Lettering para Iniciantes,47.5
1634,Aprende a utilizar Canva,0.0
1638,Apple Watch Design,126.0
1639,Word Swag : Create Stunning Images with the Word Swag App,185.0
1640,How to Draw Majestic Animals: Dogs,43.75
1641,Photoshop Course: Design an eBook Cover in Photoshop,44.5
1642,Digital Art for Beginners,133.0
1643,Learn How To Design a Logo in Adobe Illustrator in 30 Mins,90.0
1644,The most popular techniques in Photoshop,69.0
1645,Become a Professional Graphic Designer,27.0
1646,Adobe Illustrator CC 2017 for beginners,63.0
1648,How to Create awesome Cinema-graph With Adobe Photoshop?,136.0
1650,15  Motion Graphic Elements in After Effect (Series 2),0.0
1651,Fantasy map design,70.0
1652,Creating 2D Game Assets,113.0
1653,create 9 professional logo design full version,118.33333333333331
1655,Learn Adobe InDesign from Scratch,121.0
1657,Drawing for All Levels: How to Design Cartoon Women,154.0
1658,Photoshop Tools 101,63.0
1659,How to create gif animation in photoshop,76.0
1661,Bestseller! Learn Photoshop in 1 Hour (No Experience Needed),0.0
1663,Canva : Graphic Design Theory Volume2,89.0
1664,Canva : Book Cover Design,77.0
1665,The Complete Figure Drawing Course HD,100.6
1668,Learn Inkscape : Design Logos and Game Arts,65.33333333333333
1670,Master Manga Studio 5: Bonus Drawing and Painting,115.0
1671,Learn Adobe Photoshop from scratch to professional,0.0
1672,7 Secrets To Designing In Black and White,95.0
1673,Photoshop CS 6 ile Fotoğraf İşlemenin Temelleri,102.0
1674,誰でもわかる Adobe Illustrator CS6,24.0
1675,Devenez le king de l'illustration automobile,82.0
1676,Corel Draw X7 Eğitimi (Temelden İleri Seviyeye),0.0
1678,Drawing and paint  hot girl with photoshop,78.0
1679,Photoshop CC Eğitim Seti (YENİ),136.0
1680,مدخل في أساسيات الفوطوشوب للمبتدئين فقط,28.5
1681,Creación de iconos con Illustrator,45.66666666666666
1682,Adobe Illustrator Course in Urdu Basics Level Training,0.0
1683,GraphicDesign Studio,104.0
1684,Aula de Photoshop - Aprenda como recortar imagens,115.0
1685,Make your own great designs in PowerPoint: Quick & Easy,0.0
1686,Create Kindle eBook Covers with PowerPoint,0.0
1687,Magazine Design: Start your own magazine in less than 24hrs,66.0
1689,Learn to code in Python and learn Adobe Photoshop today!,68.0
1690,How to draw Caricatures,0.0
1693,How to Create Top Ranking Mobile App Icons - iOS Edition,45.75
1695,Ribbon Lettering: From Sketch to Wordmark,0.0
1696,How to Make a Custom Graphic ,44.0
1698,:::Beginners Guide To Creating Amazing Images with Canva:::,84.5
1699,Learn To Draw - The COMIC BOOK STYLE,95.0
1700,Adobe Illustrator Vectors For Hand Letterers,101.5
1701,How To Create Amazing YouTube Custom Thumbnail Images,49.0
1703,Promotional Design Master Class,34.25
1706,Photoshop JumpStart,105.33333333333331
1707,How To Sell Practically Anything: Professional Design Mockup,121.0
1708,"Learn Calligraphy, Handwriting animation wz After Effects",113.0
1709,LaTeX A-Z: from beginner to advance in less than 3 hour,109.0
1711,How To Build Your Own Web Banner Design Business,35.0
1712,Canva: Design and Sell Your Own Professional Canva Designs,30.0
1713,How to Design a Logo in Adobe Illustrator,0.0
1714,Illustrator CC: Design and drawing from scratch to expert!,0.0
1715,Logo design: How To Design an Awesome Logo in Illustrator,146.0
1716,Photoshop: Real World Hands-on Freelance Mastery,52.66666666666666
1717,Graphic Design: Beginner's Graphic Design Guide to Photoshop,95.0
1718,Most Wanted Flat Design Techniques,0.0
1720,Design your own Social Media Logo Icons in Adobe Illustrator,83.0
1721,Mashup - Transform a scanned sketch into a digital painting,84.0
1722,Motion Graphic With After Effect From Scratch in 5 Hours,0.0
1723,Introduction to Photoshop CC: Tutorials for Beginners,91.0
1725,Simple Photoshop CC: Smart Objects,41.0
1726,Learn Photo Manipulation - Build 3 projects,69.0
1727,Zombie Apocalypse Photoshop Actions,108.0
1728,Creative Perspective Illustration with GIMP,92.5
1729,iPhone icons in iOS7 - learn flat design,0.0
1730,How to draw professional manga artwork by Punix,155.0
1731,How do I Create a Stylized Graphics from Images in Photoshop,121.0
1733,Como utilizar o Corel Draw por completo!,25.5
1735,Corel Draw X7: Mão na Massa,0.0
1736,Dibujo digital básico: cómo ilustrar en Photoshop,122.0
1738,Creare un logo con Adobe Illustrator,0.0
1739,Mestres do Photoshop,129.0
1740,illustrator CC 2015.3 - Curso básico de ferramentas,71.0
1742,Crie seu Cartão de Visita no CorelDRAW X8,113.0
1743,Curso de Maya 3D,98.5
1744,Photoshop: Organización de eventos y decoración de fiestas,80.0
1745,Podcast Cover Art | Design Like the Best,61.0
1746,Learn Drawing and Painting a Landscape with Oil Colours,48.333333333333336
1747,Enhance your chroma key with an animated Slides background,126.66666666666669
1748,The Complete Motion Graphic Course,98.0
1749,Making Corporate Flyers in Photoshop,0.0
1750,Rock-Solid Brands,20.25
1751,Typographic Poster Design - From Sketch to Vector,111.0
1754,Adobe Illustrator Creative Cloud:  Mastering the Upgrades,100.0
1756,Design Your Own Fonts. Plus A Bunch Of Typography Secrets.,115.0
1757,Easy Steps To Become A Photoshop Expert,0.0
1758,Intro to Adobe Illustrator,81.0
1759,Beginners Guide: Photoshop Poster/Artwork,119.0
1760,Basic Graphic Design for PowerPoint,122.0
1764,From Drawing to Illustration,83.0
1765,Adobe Suite : Unleash your creativity & benefit from it !,62.0
1766,Become a Logo Designer: Guide to Complimentary Logo Software,0.0
1767,DIY Beautiful Social Graphics That Don't Require Photoshop,138.5
1770,Car Sketching with Simple Analog Tools,74.25
1772,Inkscape 101 for Beginners - Design Vector Graphics,0.0
1773,"How to Fix Common Branding Mistakes, for Graphic Designers",135.0
1774,AutoCAD Course - Learn Online AutoCAD in Urdu Hindi,53.5
1775,Mind-Blowing Photoshop: Master Skills Season 1,71.0
1778,Character Design,108.5
1779,Icon Design Masterclass: Learn Icon Design Principles,120.5
1780,create stunning Photoshop compositions in minutes,0.0
1781,Marvelous Logo Design,0.0
1782,Canva Complete Course For Graphics Design | 20 Projects,84.0
1784,Drawing With Confidence,114.0
1785,Add realistic car paint to your pencil drawing in Photoshop!,144.0
1786,T-Shirt Sales - Merch By Amazon Profit Formula With Canva,120.0
1787,Learn print production from start to finish,35.666666666666664
1788,Step by Step Gif animation in Photoshop,0.0
1789,Adobe - Create a professional logo step-by-step (Farming),106.5
1790,Adobe Illustrator CC Advanced,136.66666666666666
1792,Silhouettes that Sells,74.33333333333333
1793,FullPage: The Complete Guide to Flat Websites,72.0
1794,How to design professional PowerPoint business presentation,109.0
1795,Pic Monkey for Beginners - Graphic Design and Photo Editing,0.0
1796,Corel Painter 2016,133.0
1797,eBook Cover Design,0.0
1799,How to make Better Compositions: Take your art to new height,144.0
1800,Adobe Photoshop CC | The Essential Guide,52.5
1801,Learn to Composite a 2D Action Shot in Photoshop,43.66666666666666
1802,Infographic Design: How To Create Your Own Infographic,153.0
1803,Autodesk Inventor 2016 : Complete Guide ,96.5
1804,Amazing Graphic Design for Beginners,0.0
1805,"7 Ways A Beginner Guitarist Can Sound Better, Instantly!",64.0
1806,Instant Harmonica - Christmas. Play Jingle Bells Part 1 now,153.0
1807,Playing Piano:  Popular Pieces Vol. II,95.2
1808,Ninja Chord Changes - Master your guitar chord changes,132.0
1809,Your First 10 Guitar Lessons - Learn how to play guitar,60.5
1810,Pentatonic Scale Crash Course for Bass Guitar,55.0
1811,Modal Theory for Guitar (Guitar Lessons from Lutz Academy),0.0
1812,Learn Fun Dreamy Piano Techniques #1 -  Play White Christmas,53.75
1813,Learn Jazz Piano Today,63.0
1814,Learn To Play The Drums Without A Drum Kit,62.0
1816,Instant Harmonica - how to get single notes in 5 easy steps,101.5
1817,Piano Runs & Fills #3:  Jazzy Chromatic Chord Song Endings,114.0
1818,Teaching Music : Start teaching an instrument successfully.,108.0
1819,Strumming from scratch - Rhythm guitar lesson for Beginners,72.0
1821,Instant Harmonica - play the groovy Beatles Yesterday today!,68.5
1822,Beginner Guitar Quick-Start Course,116.0
1823,Mike G's Beginner Drum Course: Part 1,82.25
1828,Bass Guitar Lessons For Beginners,0.0
1831,Guitar: The Next Level,78.0
1833,Learn Oud 1 (No Prior Music Knowledge Required!),84.5
1835,Improvise On The Piano In 30 Minutes,127.0
1836,Cajon Step-by-Step: Beginner > Intermediate > Advanced,84.75
1838,Instant Harmonica - play the gorgeous Skye Boat Song now!,122.0
1839,Learn to Play Trombone: Go From Beginner to Pro in No Time!,120.33333333333331
1841,Instant Harmonica - play two Star Wars themes in 30 minutes ,0.0
1842,Play Piano To-day! - Beginner Piano Lessons For Busy People!,134.0
1844,Play Piano 7: Improvise on For All We Know in F Key by Ear,101.5
1846,Learn to Play the Trumpet: Beginner to Pro Made the Easy Way,54.5
1848,"Learn To Play The Piano Using Pop, R&B and Gospel Chords",122.0
1849,Play By Ear #4: Play Song By Ear with 3 Chords Using Any Key,115.0
1850,Worship Piano: From Beginner to Pro,43.5
1852,Ultimate Blues Guitar Beginner Lessons,184.0
1854,Playing Piano : Reading and Playing Classical Tunes Vol.I,130.0
1857,31 Day Guitar Challenge,0.0
1858,Percussive Fingerstyle Guitar,127.0
1860,"Learn BASS GUITAR- Have Fun, Amaze Your Friends- It's Easy! ",61.0
1861,Guitar Insanity Workout - Eatmystrings!,0.0
1862,Playing Piano:  Play Chords and Popular Pieces Vol.I,151.0
1863,Guitar Chord Riot! Learn to Play Guitar Like a Guitar Jedi,27.0
1864,Guitar: Learn 12 Must Know Beginner Rock Guitar Riffs,0.0
1865,Guitar Fretboard Mastery for the Blues Guitarist,160.0
1866,Quick & Easy Piano Chords: Play more songs with more chords,64.0
1867,Instant Harmonica - play Scarborough Fair in 8 easy lectures,117.0
1871,Instant Harmonica - play this classic 8 bar blues tune!,0.0
1874,How To Play The Cajon: For Beginners,45.5
1876,Learn Piano #8:  Use Augmented Chord Sub & Whole Tone Scales,157.0
1877,Learn Acoustic Guitar for Worship,59.333333333333336
1880,Instant Harmonica - play the groovy Irish Washerwoman now!,129.0
1881,Music Fundamentals: Learn Beatmaking with Pen Tapping,84.0
1883,Beginner Guitar Lessons by Paul Gronow,0.0
1884,Guitar Fretboard Secrets,60.0
1885,Learn to Play French Horn: Beginner to Pro Made the Easy Way,14.5
1886,150 Rock Guitar Licks You MUST Know,81.5
1887,Didgeridoo - from zero to HERO! Part One - beginning,0.0
1888,Learn Piano Scales: Play any song in any key! Like Pro's do,150.0
1890,Blues Master - Beginner's Techniques Piano Course,136.0
1892,Instant Harmonica - play Amazing Grace with grace and ease!,127.0
1894,Play Thousands of Songs On The Guitar | Cheater Chords,122.0
1895,Piano Improvisation from Day One,61.5
1896,Classical Guitar Essentials - The Basics Part 1,58.333333333333336
1897,Learn Piano #7- Learn Chromatic Chords & Chromatic Scale Run,97.5
1898,Play all major scales by ear - no notation required!,0.0
1902,16 Guitar Chords to Jam With - (Beginner - Intermediate),145.0
1904,101 Awesome Rockabilly Guitar Licks,110.0
1905,A beginner`s guide to fingerpicking and strumming guitar',124.0
1906,"Instant Harmonica - Basic 12 Bar Blues course, easy and fun!",118.0
1907,Your First Course on Piano,107.0
1908,Acoustic Guitar Basics,87.5
1909,Cracking the Violin Code!,118.0
1910,Instant Bodhran - part one; learn the basics of drumming now,27.0
1911,"Play The Piano By Ear | Master Class, Learn By Doing",99.66666666666669
1912,Discover Classical Guitar Level 2   ,107.0
1913,Fingerpicking Classics - Great songs played fingerstyle!,0.0
1914,6 Must Know Tricks to Successful Solos,67.5
1915,CAGED System for Guitar (Guitar Lessons from Lutz Academy),82.0
1916,Learn the Violin - No Music Experience Necessary!,96.33333333333331
1918,How to Design Your Own Guitar,139.0
1919,How To Play Blues Guitar - Broonzy & McGhee Blues Lessons,60.0
1920,Play Sonny Terry style on Harmonica and dazzle your friends!,63.0
1921,Blues and Advanced Guitar Lessons,118.0
1922,Learn basics of South Indian Carnatic Flute Step by Step ,104.0
1924,#1 Piano Hand Coordination: Play 10th Ballad in Eb Key songs,85.0
1925,Piano Music Theory (Back To Basics) by JFilt,0.0
1926,Guitar - 12  Strumming Patterns You Must Know For Guitar,49.5
1927,Guitar Lessons for complete beginners - super simple and fun,85.0
1928,CAGED Pentatonic System for Guitar - Level 3,39.333333333333336
1929,Classical Guitar Essentials - The Basics Part 2,102.75
1931,Keyboard Instruments - Read Sheet Music for Piano Fast!,90.0
1933,Drumming Accelerator: How To Get The Best Start Possible,93.0
1935,Beginner's Guitar Lessons - Crash Course for Busy Adults,49.5
1937,Guitar Lessons - String Bending And Vibrato Essentials,53.25
1938,Piano With Willie: Blues n' Boogie Vol. 1,38.0
1940,Chugging - it don't mean a thing if it ain't got that swing!,143.0
1941,Make Your Own Ukulele,102.0
1943,Learn How To Play 25 Classic Hip Hop Songs,0.0
1944,Learn Beethoven's Fur Elise on Piano,34.0
1947,Christmas Piano Songs For The Very Beginner Vol. I,0.0
1951,Play Piano 5: Improvise on Misty Eb Key Runs & 2-5 Chords,98.0
1952,Playing Piano: Scales and Arpeggios Vol.I : Major keys,43.0
1954,Get great playing HARMONICA - a fun new leisure time hobby !,70.5
1955,Fingerstyle Guitar Mastery: 3 Techniques You Need To Know,65.0
1956,Play Piano 3: Improvise Chords to Enchanted Evening by Ear,0.0
1957,"Jazz Guitar Tips, Tricks and Licks",71.5
1958,Piano From Zero To Pro - Beginner Essentials To The Piano,119.0
1960,Walking Bass - Quick Start Guide,80.0
1961,Beginner Guitar Lessons: Learn To Play Guitar Today (WAVE 1),61.25
1962,Blues Bass - Quick Start Guide,160.5
1963,How to speak Pianish (beginner level),94.0
1964,Gospel Piano Essentials,0.0
1965,Instant Harmonica - play Leonard Cohen's Hallelujah now!,140.0
1966,Guitar Crash Course (No Experience Necessary),164.0
1967,Beginner Guitar Lessons - Your Complete Foundation Course,72.33333333333333
1968,Piano Building Blocks: Learn the 24 Most Common Chords,56.66666666666666
1969,Learn to Play the Oboe: Beginner to Pro in Under Four Hours,97.0
1970,Playing Piano By Ear: Complete Guide for Aspiring Musicians,106.5
1971,"Discover the fun of Spoon playing, a beginners course",134.5
1972,Country Guitar Fundamentals,123.0
1973,Discover Classical Guitar Level 1,93.0
1975,Get started playing blues harmonica,96.5
1976,Rockabilly Guitar For Beginners,0.0
1978,Step by Step Tabla Course- Indian Drums,115.6
1979,Play Piano 6 -Improvise on The Way We Were with Power Chords,19.0
1980,101 Blues riffs - learn how the harmonica superstars do it,0.0
1981,Learn To Play The Drums,0.0
1982,Guitar: Master The Guitar Fretboard In 6 Easy Steps,42.5
1983,Play Piano in 30 Days! - Start Playing NOW!,0.0
1984,Curso de Didgeridoo nivel principiante,0.0
1985,ブルースギター入門,0.0
1986,Pianoforall - Incredible New Way To Learn Piano & Keyboard,165.0
1987,The Professional Guitar Masterclass,0.0
1989,Complete Guitar System - Beginner to Advanced,0.0
1992,Guitar Super System Level 2,0.0
1993,"LEARN HARMONICA, amaze your friends and have fun - it's easy",115.0
1994,The Complete Piano & Music Theory Beginners Course,104.0
1995,Ultimate Beginner Guitar Masterclass,113.0
1996,Quicklessons Piano Course - Learn to Play Piano by Ear!,98.5
1997,Learn guitar the Right way! Complete 'KickStarter course,94.0
1998,CAGED Pentatonic System for Guitar - Level 1,71.0
2000,Learn to Play Piano From a Concert Pianist - For Beginners,134.0
2001,#12 Hand Coordination: Let your Hands dance with Ballad 9,27.5
2002,How To Make Money With A Cover Band,101.0
2005,Play Piano 8 - Play Over the Rainbow by Ear & Free Improvise,127.0
2007,Piano For Singer/Songwriters 2: Pop/Rock Rhythm Immersion,119.0
2008,Guitar: Learn 10 CCR Guitar Chord Progressions,136.5
2009,Play Piano 2:  Play 'Love Me Tender By Ear with 2-5 Chords,50.0
2010,Learn Piano #10 Tritone Chord Substitution with Jazzy Sounds,38.0
2011,Getting Started with Playing Guitar,75.5
2012,Piano Playing: Reading and Playing Classical Tunes Vol.II,11.666666666666666
2013,Harmonica Jamz: The Only Course on Jammin' with Friends,86.0
2015,Guitar - Blues Guitar for Beginners,71.0
2016,Electric Guitar for Beginners - RockStarter Level 1,121.0
2019,Piano - Circle of 5ths to Play A Song in 12 Keys in 12 Days,0.0
2022,Master Class Piano Techniques: Tips To EZ Coordinate 2 Hands,100.0
2024,Learn all Piano Chords in all Piano Scales with logic,38.5
2026,5 Exotic Guitar Scales and How to Use Them Effectively,82.5
2029,Acoustic Fingerstyle Guitar Course: Beginner to Advanced,141.5
2030,Guitar Chord Mastery!Turn Your Brain Into A Chord Encyclopia,114.5
2031,Play Piano 1 Master Class Intro:  Standards 2-5 Power Chords,55.25
2032,Best Beginner Guitar Lessons by Sam Lyons,141.0
2036,Piano Technique Exercises Vol.1,62.0
2037,Instant Harmonica - Learning the Basic 12 Bar Blues Bassline,0.0
2038,#5  Piano Hand Coordination:  Piano Runs in 2 Beats Eb Key,45.5
2039,Modern Country Guitar: Technique Booster,73.5
2040,"Blues Guitar Lessons for Beginners: Chords, Rhythm and Lead",47.75
2041,#4 Piano Hand Coordination: Fun Piano Runs in 2 Beats C Key,129.0
2042,3 step formula for playing guitar by ear,0.0
2043,"How to play 'Electric Guitar,https://www.udemy.com/electric-guitar-beginners-method/,true,50,1105,5,20,Beginner Level,2 hours,2016-12-29T00:24:06Z
42038,Learn Piano Today: How to Play Piano Course in Quick Lessons",0.0
2044,Play Piano by Ear Today! SuperCourse,32.333333333333336
2046,The Complete Piano Course - Master The Piano,90.5
2047,Learn to play your favorite guitar songs by ear,115.66666666666669
2048,Piano for Singer/Songwriters | Write Songs and Perform Live!,152.0
2049,Fun Beginner Ukulele Course,114.0
2050,Learn Guitar in 21 Days,151.0
2051,Fun Ukulele Strumming Course,88.0
2052,The Professional Bass Masterclass,93.75
2054,Blues Guitar Fundamentals,66.0
2055,#6 Piano Hand Coordination: Play Open 10 Ballad to 9/4 Song,90.0
2057,Beginner Level Popular Piano Program - Month 1,65.33333333333333
2059,Guitar Lessons - Blind Blake - King Of Ragtime Blues Guitar,88.66666666666667
2060,Darbuka Drumming: Learn how to play the Darbuka Dounbek,133.0
2061,Awesome Lead Guitar 1,143.0
2066,Fingerstyle Guitar by Jacques Stotzem - Advanced Level,34.0
2067,Trumpet Pro Series - You're going to love practicing Trumpet,103.33333333333331
2068,A Guide to Analog Synths: For the modern EDM enthusiast.,107.0
2069,Acoustic Blues Guitar Lessons,141.0
2070,Accelerate Your Guitar Learning With Metal Techniques,83.0
2071,Beginner Step by Step Keharwa Theka Tabla Course,0.0
2075,Piano Runs & Fills #1: Play Dreamy Whole Tone Scale Runs,84.0
2076,Play Piano Today - Easy Festive Favorites & Piano Party Hits,143.0
2078,Drums for Beginners,128.0
2079,Digital Pianist Course-Learn Piano & Keyboard Fast & Easy,0.0
2080,Learn to play guitar and sing at the same time,167.0
2081,Introduction to Ukulele 1,55.0
2082,Learn Flute FAST!,186.0
2083,Guitar Lessons - Soloing With Arpeggios - Essential Guide ,84.5
2085,Instant Harmonica - play The Kesh (pt 1) it's easy and fun!,60.5
2087,The Easy Beginner Drum Course,29.5
2090,The 80/20 Guitar: Write Music and Play Guitar in 30 Days,162.0
2093,Piano Tutorial : Ludovico Einaudi - Una Mattina,132.0
2094,Guitar Solo - Theory and Improvisation Lessons,61.0
2095,Bluegrass Guitar Essentials: Webisodes 3 & 4,29.0
2100,Rhythm to Rock Drum Lesson 6,0.0
2101,Flute Pro Series - You're about to love practicing the flute,115.0
2102,How To Play Guitar - Everything You Need To Know To Start,108.0
2103,Trombone Pro Series - Fall in love with the Trombone,40.0
2105,Learn to play tunes by ear on harmonica - no written music,0.0
2106,Fingerpicking for Guitar,134.33333333333334
2108,"Piano Unbound. Piano learning method, a course for beginners",77.25
2109,Advanced Trombone Studies - Learn to Master the Trombone!,79.0
2112,Piano for Kids: Developing Your Child's Creative Abilities,43.0
2113,Piano Lessons For The Hip Hop Fan,99.0
2114,French Horn Solos: Learn how to Perform Three Fun Pieces!,0.0
2115,Bluegrass Guitar Essentials: Webisodes 9 & 10,180.0
2116,Clarinet Lessons For Beginners,59.333333333333336
2117,Play music on Harmonica using 8 notes - learn easy tunes!,56.5
2120,The Art of the Blues Shuffle - A Guitarist's Guide,144.0
2123,The Theory & Practice of Modes on the Guitar,0.0
2124,Learn How To Play The Trumpet,121.0
2125,Violin for Beginners,63.0
2126,Beginner Acoustic Guitar Lessons,47.0
2127,Aprendiendo Piano: Tocando piezas populares Vol.I,146.0
2128,Curso de Bateria - Explorando Diferentes Divisões,78.0
2130,Brass Master Class,84.0
2131,Enseñando música: mejora tus clases de instrumento ,111.0
2132,Ukelele exprés: aprende a tocar en menos de un mes,0.0
2133,Curso de Guitarra para Principiantes,0.0
2134,Mundharmonika spielen - mein schönstes Hobby,88.5
2135,Aprende el acordeón de oído y con técnica –Nivel Intermedio–,14.25
2139,Pedais de efeito para Contrabaixo,0.0
2141,Aprende a tocar el violín desde cero,96.0
2142,Aprende a tocar el teclado como los expertos,36.333333333333336
2143,Aprende a tocar el saxofón como siempre has querido,0.0
2144,Guitarra para principiantes,35.0
2145,Aprende a tocar flauta transversal sin complicaciones,0.0
2146,Aprende a tocar las escalas en el acordeón de botones.,79.0
2147,Curso de Violão Prático,122.0
2149,Gitarre spielen - mein schönstes Hobby,0.0
2151,Guitar Lesson - Five Steps to Learn Barre Chords,57.5
2152,"Easy Piano Basics™ - Learn Piano, No Prior Experience Needed",0.0
2153,Guitar Technique Mastery: The Ultimate Chop Building Workout,164.0
2154,Inside Drum Technique,0.0
2155,"Learn to Play Tarrega, Bach, and Sor on Classical Guitar",84.0
2157,Instant Harmonica - play the great Irish tune Molly Malone!,0.0
2162,Modern Piano Lessons For Beginners,0.0
2163,World Percussion: Complete Lessons for Everyone,0.0
2164,Learn Lion (Saroo) Soundtrack On The Piano By Ear,38.0
2166,Play Guitar and Understand Music Quick & Easy in 28 Days!,0.0
2167,Learn How to Play the Violin - Violin Basics,74.0
2168,Swing Low - The 101 Authentic Nashville Piano Style Course,60.0
